trip_id,arrival_time,departure_time,stop_id,stop_sequence
124511-349f22eb,05:24:00,05:25:00,S01647,4
124511-349f22eb,05:27:00,05:28:00,S01648,5
124511-349f22eb,05:30:00,05:31:00,S01649,6
124511-349f22eb,05:33:00,05:34:00,S01650,7
124511-349f22eb,05:36:00,05:37:00,S01633,8
124511-349f22eb,05:40:00,05:41:00,S01492,9
124511-349f22eb,05:47:00,05:48:00,S01715,10
124511-349f22eb,05:51:00,05:52:00,S01703,11
124511-349f22eb,05:55:00,05:56:00,S01704,12
124511-349f22eb,05:59:00,06:00:00,S01705,13
124511-349f22eb,06:03:00,06:04:00,S01722,14
124511-349f22eb,06:06:00,06:07:00,S01706,15
124511-349f22eb,06:10:00,06:11:00,S01707,16
124511-349f22eb,06:20:00,06:20:00,S01708,17
124512-fe2ab2d6,06:53:00,06:53:00,S01030,1
124512-fe2ab2d6,06:58:00,06:59:00,S01210,2
124512-fe2ab2d6,07:02:00,07:03:00,S01209,3
124512-fe2ab2d6,07:06:00,07:07:00,S01208,4
124512-fe2ab2d6,07:11:00,07:12:00,S01207,5
124512-fe2ab2d6,07:18:00,07:18:00,S01205,6
124513-019428f2,05:45:00,05:45:00,S01640,1
124513-019428f2,05:47:00,05:48:00,S01639,2
124513-019428f2,05:51:00,05:52:00,S01643,3
124513-019428f2,05:54:00,05:55:00,S01647,4
124513-019428f2,05:57:00,05:58:00,S01648,5
124513-019428f2,06:00:00,06:01:00,S01649,6
124513-019428f2,06:03:00,06:04:00,S01650,7
124513-019428f2,06:06:00,06:07:00,S01633,8
124513-019428f2,06:10:00,06:11:00,S01492,9
124513-019428f2,06:17:00,06:18:00,S01715,10
124513-019428f2,06:21:00,06:22:00,S01703,11
124513-019428f2,06:25:00,06:26:00,S01704,12
124513-019428f2,06:29:00,06:30:00,S01705,13
124513-019428f2,06:33:00,06:34:00,S01722,14
124513-019428f2,06:36:00,06:37:00,S01706,15
124513-019428f2,06:40:00,06:41:00,S01707,16
124513-019428f2,06:50:00,06:50:00,S01708,17
124514-fec6c418,05:40:00,05:40:00,S01708,1
124514-fec6c418,05:46:00,05:47:00,S01707,2
124514-fec6c418,05:50:00,05:51:00,S01706,3
124514-fec6c418,05:54:00,05:55:00,S01722,4
124514-fec6c418,05:58:00,05:59:00,S01705,5
124514-fec6c418,06:02:00,06:03:00,S01704,6
124514-fec6c418,06:07:00,06:08:00,S01703,7
124514-fec6c418,06:11:00,06:12:00,S01715,8
124514-fec6c418,06:17:00,06:18:00,S01492,9
124514-fec6c418,06:21:00,06:22:00,S01633,10
124514-fec6c418,06:24:00,06:25:00,S01650,11
124514-fec6c418,06:27:00,06:28:00,S01649,12
124514-fec6c418,06:30:00,06:31:00,S01648,13
124514-fec6c418,06:33:00,06:34:00,S01647,14
124514-fec6c418,06:36:00,06:37:00,S01643,15
124514-fec6c418,06:40:00,06:41:00,S01639,16
124514-fec6c418,06:43:00,06:44:00,S01640,17
124514-fec6c418,06:48:00,06:49:00,S01039,18
124514-fec6c418,06:55:00,06:56:00,S01037,19
124514-fec6c418,06:59:00,07:00:00,S01036,20
124514-fec6c418,07:04:00,07:05:00,S01035,21
124514-fec6c418,07:07:00,07:08:00,S01034,22
124514-fec6c418,07:11:00,07:12:00,S01033,23
124514-fec6c418,07:16:00,07:17:00,S01031,24
124514-fec6c418,07:22:00,07:23:00,S01030,25
124514-fec6c418,07:28:00,07:29:00,S01210,26
124514-fec6c418,07:32:00,07:33:00,S01209,27
124514-fec6c418,07:36:00,07:37:00,S01208,28
124514-fec6c418,07:41:00,07:42:00,S01207,29
124514-fec6c418,07:48:00,07:48:00,S01205,30
124515-70f60a7f,05:12:00,05:12:00,S01205,1
124515-70f60a7f,05:17:00,05:18:00,S01207,2
124515-70f60a7f,05:22:00,05:23:00,S01208,3
124515-70f60a7f,05:26:00,05:27:00,S01209,4
124515-70f60a7f,05:30:00,05:31:00,S01210,5
124515-70f60a7f,05:36:00,05:37:00,S01030,6
124515-70f60a7f,05:42:00,05:43:00,S01031,7
124515-70f60a7f,05:46:00,05:47:00,S01033,8
124515-70f60a7f,05:50:00,05:51:00,S01034,9
124515-70f60a7f,05:53:00,05:54:00,S01035,10
124515-70f60a7f,05:58:00,05:59:00,S01036,11
124515-70f60a7f,06:03:00,06:04:00,S01037,12
124515-70f60a7f,06:08:00,06:09:00,S01039,13
124515-70f60a7f,06:12:00,06:13:00,S01640,14
124515-70f60a7f,06:15:00,06:16:00,S01639,15
124515-70f60a7f,06:19:00,06:20:00,S01643,16
124515-70f60a7f,06:22:00,06:23:00,S01647,17
124515-70f60a7f,06:25:00,06:26:00,S01648,18
124515-70f60a7f,06:28:00,06:29:00,S01649,19
124515-70f60a7f,06:31:00,06:32:00,S01650,20
124515-70f60a7f,06:34:00,06:35:00,S01633,21
124515-70f60a7f,06:38:00,06:39:00,S01492,22
124515-70f60a7f,06:45:00,06:46:00,S01715,23
124515-70f60a7f,06:49:00,06:50:00,S01703,24
124515-70f60a7f,06:53:00,06:54:00,S01704,25
124515-70f60a7f,06:57:00,06:58:00,S01705,26
124515-70f60a7f,07:01:00,07:02:00,S01722,27
124515-70f60a7f,07:04:00,07:05:00,S01706,28
124515-70f60a7f,07:08:00,07:09:00,S01707,29
124515-70f60a7f,07:18:00,07:18:00,S01708,30
124516-c905f837,06:10:00,06:10:00,S01708,1
124516-c905f837,06:16:00,06:17:00,S01707,2
124516-c905f837,06:20:00,06:21:00,S01706,3
124516-c905f837,06:24:00,06:25:00,S01722,4
124516-c905f837,06:28:00,06:29:00,S01705,5
124516-c905f837,06:32:00,06:33:00,S01704,6
124516-c905f837,06:37:00,06:38:00,S01703,7
124516-c905f837,06:41:00,06:42:00,S01715,8
124516-c905f837,06:47:00,06:48:00,S01492,9
124516-c905f837,06:51:00,06:52:00,S01633,10
124516-c905f837,06:54:00,06:55:00,S01650,11
124516-c905f837,06:57:00,06:58:00,S01649,12
124516-c905f837,07:00:00,07:01:00,S01648,13
124516-c905f837,07:03:00,07:04:00,S01647,14
124516-c905f837,07:06:00,07:07:00,S01643,15
124516-c905f837,07:10:00,07:11:00,S01639,16
124516-c905f837,07:13:00,07:14:00,S01640,17
124516-c905f837,07:18:00,07:19:00,S01039,18
124516-c905f837,07:25:00,07:26:00,S01037,19
124516-c905f837,07:29:00,07:30:00,S01036,20
124516-c905f837,07:34:00,07:35:00,S01035,21
124516-c905f837,07:37:00,07:38:00,S01034,22
124516-c905f837,07:41:00,07:42:00,S01033,23
124516-c905f837,07:46:00,07:47:00,S01031,24
124516-c905f837,07:52:00,07:53:00,S01030,25
124516-c905f837,07:58:00,07:59:00,S01210,26
124516-c905f837,08:02:00,08:03:00,S01209,27
124516-c905f837,08:06:00,08:07:00,S01208,28
124516-c905f837,08:11:00,08:12:00,S01207,29
124516-c905f837,08:18:00,08:18:00,S01205,30
124517-50281fca,05:42:00,05:42:00,S01205,1
124517-50281fca,05:47:00,05:48:00,S01207,2
124517-50281fca,05:52:00,05:53:00,S01208,3
124517-50281fca,05:56:00,05:57:00,S01209,4
124517-50281fca,06:00:00,06:01:00,S01210,5
124517-50281fca,06:06:00,06:07:00,S01030,6
124517-50281fca,06:12:00,06:13:00,S01031,7
124517-50281fca,06:16:00,06:17:00,S01033,8
124517-50281fca,06:20:00,06:21:00,S01034,9
124517-50281fca,06:23:00,06:24:00,S01035,10
124517-50281fca,06:28:00,06:29:00,S01036,11
124517-50281fca,06:33:00,06:34:00,S01037,12
124517-50281fca,06:40:00,06:41:00,S01039,13
124517-50281fca,06:44:00,06:45:00,S01640,14
124517-50281fca,06:47:00,06:48:00,S01639,15
124517-50281fca,06:51:00,06:52:00,S01643,16
124517-50281fca,06:54:00,06:55:00,S01647,17
124517-50281fca,06:57:00,06:58:00,S01648,18
124517-50281fca,07:00:00,07:01:00,S01649,19
124517-50281fca,07:03:00,07:04:00,S01650,20
124517-50281fca,07:06:00,07:07:00,S01633,21
124517-50281fca,07:10:00,07:11:00,S01492,22
124517-50281fca,07:17:00,07:18:00,S01715,23
124517-50281fca,07:21:00,07:22:00,S01703,24
124517-50281fca,07:25:00,07:26:00,S01704,25
124517-50281fca,07:29:00,07:30:00,S01705,26
124517-50281fca,07:33:00,07:34:00,S01722,27
124517-50281fca,07:36:00,07:37:00,S01706,28
124517-50281fca,07:40:00,07:41:00,S01707,29
124517-50281fca,07:50:00,07:50:00,S01708,30
124517-01c87ebe,05:42:00,05:42:00,S01205,1
124517-01c87ebe,05:47:00,05:48:00,S01207,2
124517-01c87ebe,05:52:00,05:53:00,S01208,3
124517-01c87ebe,05:56:00,05:57:00,S01209,4
124517-01c87ebe,06:00:00,06:01:00,S01210,5
124517-01c87ebe,06:06:00,06:07:00,S01030,6
124517-01c87ebe,06:12:00,06:13:00,S01031,7
124517-01c87ebe,06:16:00,06:17:00,S01033,8
124517-01c87ebe,06:20:00,06:21:00,S01034,9
124517-01c87ebe,06:23:00,06:24:00,S01035,10
124517-01c87ebe,06:28:00,06:29:00,S01036,11
124517-01c87ebe,06:33:00,06:34:00,S01037,12
124517-01c87ebe,06:38:00,06:39:00,S01039,13
124517-01c87ebe,06:42:00,06:43:00,S01640,14
124517-01c87ebe,06:47:00,06:48:00,S01639,15
124517-01c87ebe,06:51:00,06:52:00,S01643,16
124517-01c87ebe,06:54:00,06:55:00,S01647,17
124517-01c87ebe,06:57:00,06:58:00,S01648,18
124517-01c87ebe,07:00:00,07:01:00,S01649,19
124517-01c87ebe,07:03:00,07:04:00,S01650,20
124517-01c87ebe,07:06:00,07:07:00,S01633,21
124517-01c87ebe,07:10:00,07:11:00,S01492,22
124517-01c87ebe,07:17:00,07:18:00,S01715,23
124517-01c87ebe,07:21:00,07:22:00,S01703,24
124517-01c87ebe,07:25:00,07:26:00,S01704,25
124517-01c87ebe,07:29:00,07:30:00,S01705,26
124517-01c87ebe,07:33:00,07:34:00,S01722,27
124517-01c87ebe,07:36:00,07:37:00,S01706,28
124517-01c87ebe,07:40:00,07:41:00,S01707,29
124517-01c87ebe,07:50:00,07:50:00,S01708,30
124518-44159148,06:40:00,06:40:00,S01708,1
124518-44159148,06:46:00,06:47:00,S01707,2
124518-44159148,06:50:00,06:51:00,S01706,3
124518-44159148,06:54:00,06:55:00,S01722,4
124518-44159148,06:58:00,06:59:00,S01705,5
124518-44159148,07:02:00,07:03:00,S01704,6
124518-44159148,07:07:00,07:08:00,S01703,7
124518-44159148,07:11:00,07:12:00,S01715,8
124518-44159148,07:17:00,07:18:00,S01492,9
124518-44159148,07:21:00,07:22:00,S01633,10
124518-44159148,07:24:00,07:25:00,S01650,11
124518-44159148,07:27:00,07:28:00,S01649,12
124518-44159148,07:30:00,07:31:00,S01648,13
124518-44159148,07:33:00,07:34:00,S01647,14
124518-44159148,07:36:00,07:37:00,S01643,15
124518-44159148,07:40:00,07:41:00,S01639,16
124518-44159148,07:43:00,07:44:00,S01640,17
124518-44159148,07:48:00,07:49:00,S01039,18
124518-44159148,07:55:00,07:56:00,S01037,19
124518-44159148,07:59:00,08:00:00,S01036,20
124518-44159148,08:04:00,08:05:00,S01035,21
124518-44159148,08:07:00,08:08:00,S01034,22
124518-44159148,08:11:00,08:12:00,S01033,23
124518-44159148,08:16:00,08:17:00,S01031,24
124518-44159148,08:22:00,08:23:00,S01030,25
124518-44159148,08:28:00,08:29:00,S01210,26
124518-44159148,08:32:00,08:33:00,S01209,27
124518-44159148,08:36:00,08:37:00,S01208,28
124518-44159148,08:41:00,08:42:00,S01207,29
124518-44159148,08:48:00,08:48:00,S01205,30
124519-d25abd92,06:12:00,06:12:00,S01205,1
124519-d25abd92,06:17:00,06:18:00,S01207,2
124519-d25abd92,06:22:00,06:23:00,S01208,3
124519-d25abd92,06:26:00,06:27:00,S01209,4
124519-d25abd92,06:30:00,06:31:00,S01210,5
124519-d25abd92,06:36:00,06:37:00,S01030,6
124519-d25abd92,06:42:00,06:43:00,S01031,7
124519-d25abd92,06:46:00,06:47:00,S01033,8
124519-d25abd92,06:50:00,06:51:00,S01034,9
124519-d25abd92,06:53:00,06:54:00,S01035,10
124519-d25abd92,06:58:00,06:59:00,S01036,11
124519-d25abd92,07:03:00,07:04:00,S01037,12
124519-d25abd92,07:10:00,07:11:00,S01039,13
124519-d25abd92,07:14:00,07:15:00,S01640,14
124519-d25abd92,07:17:00,07:18:00,S01639,15
124519-d25abd92,07:21:00,07:22:00,S01643,16
124519-d25abd92,07:24:00,07:25:00,S01647,17
124519-d25abd92,07:27:00,07:28:00,S01648,18
124519-d25abd92,07:30:00,07:31:00,S01649,19
124519-d25abd92,07:33:00,07:34:00,S01650,20
124519-d25abd92,07:36:00,07:37:00,S01633,21
124519-d25abd92,07:40:00,07:41:00,S01492,22
124519-d25abd92,07:47:00,07:48:00,S01715,23
124519-d25abd92,07:51:00,07:52:00,S01703,24
124519-d25abd92,07:55:00,07:56:00,S01704,25
124519-d25abd92,07:59:00,08:00:00,S01705,26
124519-d25abd92,08:03:00,08:04:00,S01722,27
124519-d25abd92,08:06:00,08:07:00,S01706,28
124519-d25abd92,08:10:00,08:11:00,S01707,29
124519-d25abd92,08:20:00,08:20:00,S01708,30
124519-3e7f602c,06:12:00,06:12:00,S01205,1
124519-3e7f602c,06:17:00,06:18:00,S01207,2
124519-3e7f602c,06:22:00,06:23:00,S01208,3
124519-3e7f602c,06:26:00,06:27:00,S01209,4
124519-3e7f602c,06:30:00,06:31:00,S01210,5
124519-3e7f602c,06:36:00,06:37:00,S01030,6
124519-3e7f602c,06:42:00,06:43:00,S01031,7
124519-3e7f602c,06:46:00,06:47:00,S01033,8
124519-3e7f602c,06:50:00,06:51:00,S01034,9
124519-3e7f602c,06:53:00,06:54:00,S01035,10
124519-3e7f602c,06:58:00,06:59:00,S01036,11
124519-3e7f602c,07:03:00,07:04:00,S01037,12
124519-3e7f602c,07:10:00,07:11:00,S01039,13
124519-3e7f602c,07:14:00,07:15:00,S01640,14
124519-3e7f602c,07:19:00,07:20:00,S01639,15
124519-3e7f602c,07:23:00,07:24:00,S01643,16
124519-3e7f602c,07:26:00,07:27:00,S01647,17
124519-3e7f602c,07:29:00,07:30:00,S01648,18
124519-3e7f602c,07:32:00,07:33:00,S01649,19
124519-3e7f602c,07:35:00,07:36:00,S01650,20
124519-3e7f602c,07:38:00,07:39:00,S01633,21
124519-3e7f602c,07:42:00,07:43:00,S01492,22
124519-3e7f602c,07:49:00,07:50:00,S01715,23
124519-3e7f602c,07:53:00,07:54:00,S01703,24
124519-3e7f602c,07:57:00,07:58:00,S01704,25
124519-3e7f602c,08:01:00,08:02:00,S01705,26
124519-3e7f602c,08:05:00,08:06:00,S01722,27
124519-3e7f602c,08:08:00,08:09:00,S01706,28
124519-3e7f602c,08:12:00,08:13:00,S01707,29
124519-3e7f602c,08:22:00,08:22:00,S01708,30
124520-31fdf842,07:10:00,07:10:00,S01708,1
124520-31fdf842,07:16:00,07:17:00,S01707,2
124520-31fdf842,07:20:00,07:21:00,S01706,3
124520-31fdf842,07:24:00,07:25:00,S01722,4
124520-31fdf842,07:28:00,07:29:00,S01705,5
124520-31fdf842,07:32:00,07:33:00,S01704,6
124520-31fdf842,07:37:00,07:38:00,S01703,7
124520-31fdf842,07:41:00,07:42:00,S01715,8
124520-31fdf842,07:47:00,07:48:00,S01492,9
124520-31fdf842,07:51:00,07:52:00,S01633,10
124520-31fdf842,07:54:00,07:55:00,S01650,11
124520-31fdf842,07:57:00,07:58:00,S01649,12
124520-31fdf842,08:00:00,08:01:00,S01648,13
124520-31fdf842,08:03:00,08:04:00,S01647,14
124520-31fdf842,08:06:00,08:07:00,S01643,15
124520-31fdf842,08:10:00,08:11:00,S01639,16
124520-31fdf842,08:13:00,08:14:00,S01640,17
124520-31fdf842,08:18:00,08:19:00,S01039,18
124520-31fdf842,08:25:00,08:26:00,S01037,19
124520-31fdf842,08:29:00,08:30:00,S01036,20
124520-31fdf842,08:34:00,08:35:00,S01035,21
124520-31fdf842,08:37:00,08:38:00,S01034,22
124520-31fdf842,08:41:00,08:42:00,S01033,23
124520-31fdf842,08:46:00,08:47:00,S01031,24
124520-31fdf842,08:52:00,08:53:00,S01030,25
124520-31fdf842,08:58:00,08:59:00,S01210,26
124520-31fdf842,09:02:00,09:03:00,S01209,27
124520-31fdf842,09:06:00,09:07:00,S01208,28
124520-31fdf842,09:11:00,09:12:00,S01207,29
124520-31fdf842,09:18:00,09:18:00,S01205,30
124521-5f3c8163,06:42:00,06:42:00,S01205,1
124521-5f3c8163,06:47:00,06:48:00,S01207,2
124521-5f3c8163,06:52:00,06:53:00,S01208,3
124521-5f3c8163,06:56:00,06:57:00,S01209,4
124521-5f3c8163,07:00:00,07:01:00,S01210,5
124521-5f3c8163,07:06:00,07:07:00,S01030,6
124521-5f3c8163,07:12:00,07:13:00,S01031,7
124521-5f3c8163,07:16:00,07:17:00,S01033,8
124521-5f3c8163,07:20:00,07:21:00,S01034,9
124521-5f3c8163,07:23:00,07:24:00,S01035,10
124521-5f3c8163,07:28:00,07:29:00,S01036,11
124521-5f3c8163,07:33:00,07:34:00,S01037,12
124521-5f3c8163,07:38:00,07:39:00,S01039,13
124521-5f3c8163,07:42:00,07:43:00,S01640,14
124521-5f3c8163,07:47:00,07:48:00,S01639,15
124521-5f3c8163,07:51:00,07:52:00,S01643,16
124521-5f3c8163,07:54:00,07:55:00,S01647,17
124521-5f3c8163,07:57:00,07:58:00,S01648,18
124521-5f3c8163,08:00:00,08:01:00,S01649,19
124521-5f3c8163,08:03:00,08:04:00,S01650,20
124521-5f3c8163,08:06:00,08:07:00,S01633,21
124521-5f3c8163,08:10:00,08:11:00,S01492,22
124521-5f3c8163,08:17:00,08:18:00,S01715,23
124521-5f3c8163,08:21:00,08:22:00,S01703,24
124521-5f3c8163,08:25:00,08:26:00,S01704,25
124521-5f3c8163,08:29:00,08:30:00,S01705,26
124521-5f3c8163,08:33:00,08:34:00,S01722,27
124521-5f3c8163,08:36:00,08:37:00,S01706,28
124521-5f3c8163,08:40:00,08:41:00,S01707,29
124521-5f3c8163,08:50:00,08:50:00,S01708,30
124521-224d3567,06:42:00,06:42:00,S01205,1
124521-224d3567,06:47:00,06:48:00,S01207,2
124521-224d3567,06:52:00,06:53:00,S01208,3
124521-224d3567,06:56:00,06:57:00,S01209,4
124521-224d3567,07:00:00,07:01:00,S01210,5
124521-224d3567,07:06:00,07:07:00,S01030,6
124521-224d3567,07:12:00,07:13:00,S01031,7
124521-224d3567,07:16:00,07:17:00,S01033,8
124521-224d3567,07:20:00,07:21:00,S01034,9
124521-224d3567,07:23:00,07:24:00,S01035,10
124521-224d3567,07:28:00,07:29:00,S01036,11
124521-224d3567,07:33:00,07:34:00,S01037,12
124521-224d3567,07:38:00,07:39:00,S01039,13
124521-224d3567,07:42:00,07:43:00,S01640,14
124521-224d3567,07:45:00,07:46:00,S01639,15
124521-224d3567,07:49:00,07:50:00,S01643,16
124521-224d3567,07:52:00,07:53:00,S01647,17
124521-224d3567,07:55:00,07:56:00,S01648,18
124521-224d3567,07:58:00,07:59:00,S01649,19
124521-224d3567,08:01:00,08:02:00,S01650,20
124521-224d3567,08:04:00,08:05:00,S01633,21
124521-224d3567,08:08:00,08:09:00,S01492,22
124521-224d3567,08:15:00,08:16:00,S01715,23
124521-224d3567,08:19:00,08:20:00,S01703,24
124521-224d3567,08:23:00,08:24:00,S01704,25
124521-224d3567,08:27:00,08:28:00,S01705,26
124521-224d3567,08:31:00,08:32:00,S01722,27
124521-224d3567,08:34:00,08:35:00,S01706,28
124521-224d3567,08:38:00,08:39:00,S01707,29
124521-224d3567,08:48:00,08:48:00,S01708,30
124522-a31bd2c5,07:40:00,07:40:00,S01708,1
124522-a31bd2c5,07:46:00,07:47:00,S01707,2
124522-a31bd2c5,07:50:00,07:51:00,S01706,3
124522-a31bd2c5,07:54:00,07:55:00,S01722,4
124522-a31bd2c5,07:58:00,07:59:00,S01705,5
124522-a31bd2c5,08:02:00,08:03:00,S01704,6
124522-a31bd2c5,08:07:00,08:08:00,S01703,7
124522-a31bd2c5,08:11:00,08:12:00,S01715,8
124522-a31bd2c5,08:17:00,08:18:00,S01492,9
124522-a31bd2c5,08:21:00,08:22:00,S01633,10
124522-a31bd2c5,08:24:00,08:25:00,S01650,11
124522-a31bd2c5,08:27:00,08:28:00,S01649,12
124522-a31bd2c5,08:30:00,08:31:00,S01648,13
124522-a31bd2c5,08:33:00,08:34:00,S01647,14
124522-a31bd2c5,08:36:00,08:37:00,S01643,15
124522-a31bd2c5,08:40:00,08:41:00,S01639,16
124522-a31bd2c5,08:43:00,08:44:00,S01640,17
124522-a31bd2c5,08:48:00,08:49:00,S01039,18
124522-a31bd2c5,08:55:00,08:56:00,S01037,19
124522-a31bd2c5,08:59:00,09:00:00,S01036,20
124522-a31bd2c5,09:04:00,09:05:00,S01035,21
124522-a31bd2c5,09:07:00,09:08:00,S01034,22
124522-a31bd2c5,09:11:00,09:12:00,S01033,23
124522-a31bd2c5,09:16:00,09:17:00,S01031,24
124522-a31bd2c5,09:22:00,09:23:00,S01030,25
124522-a31bd2c5,09:28:00,09:29:00,S01210,26
124522-a31bd2c5,09:32:00,09:33:00,S01209,27
124522-a31bd2c5,09:36:00,09:37:00,S01208,28
124522-a31bd2c5,09:41:00,09:42:00,S01207,29
124522-a31bd2c5,09:48:00,09:48:00,S01205,30
124523-8bb664b0,07:12:00,07:12:00,S01205,1
124523-8bb664b0,07:17:00,07:18:00,S01207,2
124523-8bb664b0,07:22:00,07:23:00,S01208,3
124523-8bb664b0,07:26:00,07:27:00,S01209,4
124523-8bb664b0,07:30:00,07:31:00,S01210,5
124523-8bb664b0,07:36:00,07:37:00,S01030,6
124523-8bb664b0,07:42:00,07:43:00,S01031,7
124523-8bb664b0,07:46:00,07:47:00,S01033,8
124523-8bb664b0,07:50:00,07:51:00,S01034,9
124523-8bb664b0,07:53:00,07:54:00,S01035,10
124523-8bb664b0,07:58:00,07:59:00,S01036,11
124523-8bb664b0,08:03:00,08:04:00,S01037,12
124523-8bb664b0,08:10:00,08:11:00,S01039,13
124523-8bb664b0,08:14:00,08:15:00,S01640,14
124523-8bb664b0,08:17:00,08:18:00,S01639,15
124523-8bb664b0,08:21:00,08:22:00,S01643,16
124523-8bb664b0,08:24:00,08:25:00,S01647,17
124523-8bb664b0,08:27:00,08:28:00,S01648,18
124523-8bb664b0,08:30:00,08:31:00,S01649,19
124523-8bb664b0,08:33:00,08:34:00,S01650,20
124523-8bb664b0,08:36:00,08:37:00,S01633,21
124523-8bb664b0,08:40:00,08:41:00,S01492,22
124523-8bb664b0,08:47:00,08:48:00,S01715,23
124523-8bb664b0,08:51:00,08:52:00,S01703,24
124523-8bb664b0,08:55:00,08:56:00,S01704,25
124523-8bb664b0,08:59:00,09:00:00,S01705,26
124523-8bb664b0,09:03:00,09:04:00,S01722,27
124523-8bb664b0,09:06:00,09:07:00,S01706,28
124523-8bb664b0,09:10:00,09:11:00,S01707,29
124523-8bb664b0,09:20:00,09:20:00,S01708,30
124523-ff98c9ec,07:12:00,07:12:00,S01205,1
124523-ff98c9ec,07:17:00,07:18:00,S01207,2
124523-ff98c9ec,07:22:00,07:23:00,S01208,3
124523-ff98c9ec,07:26:00,07:27:00,S01209,4
124523-ff98c9ec,07:30:00,07:31:00,S01210,5
124523-ff98c9ec,07:36:00,07:37:00,S01030,6
124523-ff98c9ec,07:42:00,07:43:00,S01031,7
124523-ff98c9ec,07:46:00,07:47:00,S01033,8
124523-ff98c9ec,07:50:00,07:51:00,S01034,9
124523-ff98c9ec,07:53:00,07:54:00,S01035,10
124523-ff98c9ec,07:58:00,07:59:00,S01036,11
124523-ff98c9ec,08:03:00,08:04:00,S01037,12
124523-ff98c9ec,08:08:00,08:09:00,S01039,13
124523-ff98c9ec,08:12:00,08:13:00,S01640,14
124523-ff98c9ec,08:17:00,08:18:00,S01639,15
124523-ff98c9ec,08:21:00,08:22:00,S01643,16
124523-ff98c9ec,08:24:00,08:25:00,S01647,17
124523-ff98c9ec,08:27:00,08:28:00,S01648,18
124523-ff98c9ec,08:30:00,08:31:00,S01649,19
124523-ff98c9ec,08:33:00,08:34:00,S01650,20
124523-ff98c9ec,08:36:00,08:37:00,S01633,21
124523-ff98c9ec,08:40:00,08:41:00,S01492,22
124523-ff98c9ec,08:47:00,08:48:00,S01715,23
124523-ff98c9ec,08:51:00,08:52:00,S01703,24
124523-ff98c9ec,08:55:00,08:56:00,S01704,25
124523-ff98c9ec,08:59:00,09:00:00,S01705,26
124523-ff98c9ec,09:03:00,09:04:00,S01722,27
124523-ff98c9ec,09:06:00,09:07:00,S01706,28
124523-ff98c9ec,09:10:00,09:11:00,S01707,29
124523-ff98c9ec,09:20:00,09:20:00,S01708,30
124524-1ef05323,08:10:00,08:10:00,S01708,1
124524-1ef05323,08:16:00,08:17:00,S01707,2
124524-1ef05323,08:20:00,08:21:00,S01706,3
124524-1ef05323,08:24:00,08:25:00,S01722,4
124524-1ef05323,08:28:00,08:29:00,S01705,5
124524-1ef05323,08:32:00,08:33:00,S01704,6
124524-1ef05323,08:37:00,08:38:00,S01703,7
124524-1ef05323,08:41:00,08:42:00,S01715,8
124524-1ef05323,08:47:00,08:48:00,S01492,9
124524-1ef05323,08:51:00,08:52:00,S01633,10
124524-1ef05323,08:54:00,08:55:00,S01650,11
124524-1ef05323,08:57:00,08:58:00,S01649,12
124524-1ef05323,09:00:00,09:01:00,S01648,13
124524-1ef05323,09:03:00,09:04:00,S01647,14
124524-1ef05323,09:06:00,09:07:00,S01643,15
124524-1ef05323,09:10:00,09:11:00,S01639,16
124524-1ef05323,09:13:00,09:14:00,S01640,17
124524-1ef05323,09:18:00,09:19:00,S01039,18
124524-1ef05323,09:25:00,09:26:00,S01037,19
124524-1ef05323,09:29:00,09:30:00,S01036,20
124524-1ef05323,09:34:00,09:35:00,S01035,21
124524-1ef05323,09:37:00,09:38:00,S01034,22
124524-1ef05323,09:41:00,09:42:00,S01033,23
124524-1ef05323,09:46:00,09:47:00,S01031,24
124524-1ef05323,09:52:00,09:53:00,S01030,25
124524-1ef05323,09:58:00,09:59:00,S01210,26
124524-1ef05323,10:02:00,10:03:00,S01209,27
124524-1ef05323,10:06:00,10:07:00,S01208,28
124524-1ef05323,10:11:00,10:12:00,S01207,29
124524-1ef05323,10:18:00,10:18:00,S01205,30
124525-81b657e5,07:42:00,07:42:00,S01205,1
124525-81b657e5,07:47:00,07:48:00,S01207,2
124525-81b657e5,07:52:00,07:53:00,S01208,3
124525-81b657e5,07:56:00,07:57:00,S01209,4
124525-81b657e5,08:00:00,08:01:00,S01210,5
124525-81b657e5,08:06:00,08:07:00,S01030,6
124525-81b657e5,08:12:00,08:13:00,S01031,7
124525-81b657e5,08:16:00,08:17:00,S01033,8
124525-81b657e5,08:20:00,08:21:00,S01034,9
124525-81b657e5,08:23:00,08:24:00,S01035,10
124525-81b657e5,08:28:00,08:29:00,S01036,11
124525-81b657e5,08:33:00,08:34:00,S01037,12
124525-81b657e5,08:38:00,08:39:00,S01039,13
124525-81b657e5,08:42:00,08:43:00,S01640,14
124525-81b657e5,08:45:00,08:46:00,S01639,15
124525-81b657e5,08:49:00,08:50:00,S01643,16
124525-81b657e5,08:52:00,08:53:00,S01647,17
124525-81b657e5,08:55:00,08:56:00,S01648,18
124525-81b657e5,08:58:00,08:59:00,S01649,19
124525-81b657e5,09:01:00,09:02:00,S01650,20
124525-81b657e5,09:04:00,09:05:00,S01633,21
124525-81b657e5,09:08:00,09:09:00,S01492,22
124525-81b657e5,09:15:00,09:16:00,S01715,23
124525-81b657e5,09:19:00,09:20:00,S01703,24
124525-81b657e5,09:23:00,09:24:00,S01704,25
124525-81b657e5,09:27:00,09:28:00,S01705,26
